family,species,plant,LM,SEM,TEM
Rosaceae,Amelanchier spicata,[],"['2014331', '2014332']",[],[]
Fabaceae,Amherstia nobilis,[],[],"['2002043', '2002041', '2002034']",[]
Asteraceae,Ammobium alatum,[],"['2014897', '2014898']",[],[]
Fabaceae,Amorpha fruticosa,['1012980'],"['2014145', '2014146']","['1012981', '1012982', '1012983']",[]
Araceae,Amorphophallus asterostigmatus,[],[],"['1021769', '1021771', '1021770']",[]
Araceae,Amorphophallus sumawongii,[],[],"['1021786', '1021787', '1021788']",[]
Bignoniaceae,Amphitecna macrophylla,[],[],"['1010422', '1010423', '1010424']",[]
Apocynaceae,Amsonia angustifolia,['1014797'],[],"['1014799', '1014800', '1014801']",[]
Apocynaceae,Amsonia ciliata,['1206174'],[],"['1206176', '1206172', '1206167']",[]
Araceae,Amydrium medium,[],[],"['1022005', '1022006', '1022007']","['2000744', '2000745', '2000746']"
Orchidaceae,Anacamptis papilionacea,[],[],"['2009403', '2009404', '2009408']",[]
Orchidaceae,Anacamptis pyramidalis,['1208699'],[],"['1208693', '1208694', '1208700']",[]
Asteraceae,Anacyclus officinarum,[],"['2016783', '2016784']",[],[]
Asteraceae,Anacyclus valentinus,['2000313'],[],"['2000314', '2000316', '2000318']",[]
Primulaceae,Anagallis arvensis,['1022418'],"['1022420', '1022421']","['1210741', '1210745', '1210746']","['1022429', '1022430', '1022431']"
Bromeliaceae,Ananas ananassoides,[],[],"['2007242', '2007235', '2007236']",[]
Bromeliaceae,Ananas bracteatus,[],[],"['2007243', '2007249', '2007246']",[]
Bromeliaceae,Ananas fritzmuelleri,[],[],"['2007564', '2007569', '2007566']",[]
Bromeliaceae,Ananas lucidus,[],[],"['2009563', '2009568', '2009565']",[]
Bromeliaceae,Ananas nanus,[],[],"['2005221', '2005217', '2005216']",[]
Asteraceae,Anaphalis contorta,[],"['2015616', '2015617']",[],[]
Araceae,Anaphyllopsis americana,[],[],"['1021933', '1021934']","['1021935', '1021936', '1021937']"
Araceae,Anaphyllum wightii,[],[],[],"['1021908', '1021909', '1021910']"
Fabaceae,Anarthrophyllum desideratum,[],"['2016540', '2016541']",[],[]
Boraginaceae,Anchusa arvensis,[],[],"['1019877', '1019878', '1019880']",[]
Boraginaceae,Anchusa azurea,[],[],"['2001464', '2001467', '2001463']",[]
Boraginaceae,Anchusa ochroleuca,[],"['2014334', '2014335']",[],[]
Boraginaceae,Anchusa officinalis,['1019664'],[],"['1019665', '1019666', '1019667']",[]
Boraginaceae,Anchusella cretica,[],[],"['1213261', '1213260', '1213258']",[]
Boraginaceae,Anchusella variegata,[],[],"['2001052', '2001048', '2001050']",[]
Acanthaceae,Andrographis paniculata,['2005861'],[],"['2005862', '2005870', '2005863']",[]
Bromeliaceae,Androlepis skinneri,[],[],"['1207473', '1207476', '1207477']",[]
Ericaceae,Andromeda polifolia,['1019630'],[],"['1019631', '1019632', '1019633']",[]
Primulaceae,Androsace alpina,['1207202'],[],"['1207204', '1207199', '1207200']",[]
Primulaceae,Androsace carnea,['1011879'],[],"['1011880', '1011881', '1011882']",[]
Primulaceae,Androsace chamaejasme,['1202529'],"['2012586', '2012587']","['1202531', '1202535', '1202528']",[]
Primulaceae,Androsace hausmannii,['2001590'],[],"['2001586', '2001587', '2001583']",[]
Primulaceae,Androsace maxima,['1022078'],[],"['1022079', '1022080', '1022082']","['1022086', '1022087', '1022088']"
Primulaceae,Androsace obtusifolia,['1203476'],[],"['1203373', '1203369', '1203371']",[]
Primulaceae,Androsace vitaliana,['1012667'],[],"['1012668', '1012669', '1012670']",[]
Primulaceae,Androsace wulfeniana,[],"['2014337', '2014338']",[],[]
Ranunculaceae,Anemone alpina,['2007251'],"['2017655', '2017656']","['2007253', '2007258', '2007255']",[]
Ranunculaceae,Anemone baldensis,['2001573'],[],"['2001580', '2001578', '2001581']",[]
Ranunculaceae,Anemone blanda,['1202670'],"['2011251', '2011252']","['1202667', '1202666', '1202669']",[]
Ranunculaceae,Anemone hortensis,[],"['2011257', '2011258']","['1011583', '1011584', '1011588']",[]
Ranunculaceae,Anemone multifida,[],"['2016552', '2016553']",[],[]
Ranunculaceae,Anemone narcissiflora,['1020836'],"['1020837', '1020838']","['1020841', '1020842', '1020844']","['1020847', '1020848', '1020849']"
Ranunculaceae,Anemone nemorosa,['1020586'],"['1020587', '1020588']","['1020591', '1020592', '1020594']","['1020597', '1020598', '1020599']"
Ranunculaceae,Anemone ranunculoides,['1208483'],"['1013651', '1013652']","['1013655', '1013656', '1013658']","['1013661', '1013662', '1013663']"
Ranunculaceae,Anemone sylvestris,['1020608'],"['1020609', '1020610']","['1020613', '1020614', '1020616']","['1020619', '1020620', '1020621']"
Ranunculaceae,Anemone trifolia,['2006172'],[],"['2006174', '2006178', '2006176']",[]
Apiaceae,Anethum graveolens,[],"['2012466', '2012467']",[],[]
Apiaceae,Angelica archangelica,[],[],"['1011369', '1011371', '1011372']",[]
Apiaceae,Angelica sylvestris,[],"['2012481', '2012482']",[],[]
Plantaginaceae,Angelonia goyazensis,['2004846'],[],"['2004854', '2004853', '2004849']",[]
Haemodoraceae,Anigozanthos rufus,['2000220'],"['2016435', '2016436']","['2000136', '2000138', '2000142']",[]
Acanthaceae,Anisotes madagascariensis,[],[],"['1016917', '1016918', '1016919']",[]
Annonaceae,Annona muricata,[],[],"['1209953', '1209954', '1209951']",[]
Malvaceae,Anoda cristata,['2010238'],[],"['2010243', '2010242', '2010245']",[]
Asteraceae,Antennaria dioica,['1010969'],[],"['1010970', '1010971', '1010972']",[]
Orchidaceae,Anteriorchis coriophora,['1015225'],[],"['1015226', '1015227', '1015228']",[]
Asteraceae,Anthemis arvensis,[],"['2013512', '2013513']","['1012577', '1012578', '1012579']",[]
Asteraceae,Anthemis austriaca,[],"['2014199', '2014200']",[],[]
Asteraceae,Anthemis cotula,[],"['2013515', '2013516']",[],[]
Asteraceae,Anthemis filicaulis,[],"['2016945', '2016946']",[],[]
Asteraceae,Anthemis ruthenica,[],"['2014340', '2014341']",[],[]
Asteraceae,Anthemis tinctoria,['1013877'],"['2016426', '2016427']","['1013878', '1013879', '1013880']",[]
Amaryllidaceae,Anthericum liliago,['2001591'],"['1021112', '1021113']","['2001598', '2001594', '1021115']","['1021120', '1021121', '1021122']"
Amaryllidaceae,Anthericum ramosum,['1021190'],"['1021191', '2017921']","['1021192', '1021193', '1021194']","['1021199', '1021200', '1021201']"
Poaceae,Anthoxanthum alpinum,[],"['2014343', '2014344']",[],[]
Poaceae,Anthoxanthum odoratum,['1015669'],"['2014067', '2014068']","['1015670', '1015671', '1015672']",[]
Apiaceae,Anthriscus caucalis,[],"['2014346', '2014347']",[],[]
Apiaceae,Anthriscus cerefolium,[],"['2012430', '2012431']",[],[]
Apiaceae,Anthriscus nemorosa,[],"['2014118', '2014119']",[],[]
Apiaceae,Anthriscus sylvestris,[],"['2012427', '2012428']",[],[]
Araceae,Anthurium cubense,['1016420'],[],"['1016422', '1016423', '1016424']",[]
Araceae,Anthurium digitatum,[],[],"['1021951', '1021952', '1021953']",[]
Araceae,Anthurium gracile,['1010696'],[],"['1010699', '1010700', '1010701']",[]
Araceae,Anthurium radicans,[],[],"['1018789', '1018790', '1018791']","['1021947', '1021948', '1021949']"
Araceae,Anthurium scherzerianum,['1018737'],[],"['1018740', '1018741', '1018742']",[]
Fabaceae,Anthyllis circinnata,[],[],"['2009803', '2009809', '2009805']",[]
Fabaceae,Anthyllis hermanniae,[],[],"['2009386', '2009393', '2009387']",[]
Fabaceae,Anthyllis montana,[],"['2014349', '2014350']","['1018114', '1018115', '1018116']",[]
Fabaceae,Anthyllis vulneraria,['1011429'],"['2014143', '2014144']","['1011430', '1011431', '1011432']",[]
Scrophulariaceae,Anticharis ebracteata,[],"['2016084', '2016085']",[],[]
Polygonaceae,Antigonon leptopus,[],"['2015973', '2015974']",[],[]
Plantaginaceae,Antirrhinum majus,['2002986'],[],"['2002988', '2002996', '2002990']",[]
Poaceae,Apera spica-venti,['1022819'],"['1022822', '1022823']","['1022825', '1022826', '1022827']","['1022832', '1022833', '1022834']"
Acanthaceae,Aphelandra aurantiaca,[],[],"['1208219', '1208216', '1014958']",[]
Acanthaceae,Aphelandra golfodulcensis,['2010657'],[],"['2010665', '2010660', '2010661']",[]
Acanthaceae,Aphelandra lingua-bovis,['2007571'],[],"['2007573', '2007574', '2007577']",[]
Acanthaceae,Aphelandra tetragona,['1013189'],[],"['1013191', '1013192', '1013193']",[]
Asparagaceae,Aphyllanthes monspeliensis,['1015343'],[],"['1015345', '1015346', '1015347']",[]
Apiaceae,Apium nodiflorum,[],[],['1021132'],"['1021133', '1021134']"
Aponogetonaceae,Aponogeton gottlebei,[],[],"['1014877', '1014879', '1014878']",[]
Aponogetonaceae,Aponogeton masoalaensis,[],[],"['1016962', '1016963', '1016964']",[]
Aponogetonaceae,Aponogeton ulvaceus,[],[],"['2003714', '2003719', '2003713']",[]
Asteraceae,Aposeris foetida,[],"['2017985', '2017986']",[],[]
Aizoaceae,Aptenia cordifolia,[],"['2015910', '2015911']",[],[]
Scrophulariaceae,Aptosimum spinescens,[],"['2016066', '2016067']",[],[]
Ranunculaceae,Aquilegia atrata,['2009096'],"['2014358', '2014359']","['2009104', '2009100', '2009102']",[]
Ranunculaceae,Aquilegia canadensis,['2018261'],[],"['2018262', '2018263', '2018264']",[]
Ranunculaceae,Aquilegia einseleana,[],"['2014355', '2014356']",[],[]
Ranunculaceae,Aquilegia viscosa,['2006810'],[],"['2006816', '2006815', '2006814']",[]
Ranunculaceae,Aquilegia vulgaris,['1014743'],"['1010232', '1010233']","['1010235', '1010236', '1010237']","['1014744', '1014745', '1014746']"
Brassicaceae,Arabidopsis arenosa,['2006183'],"['2017038', '2017039']","['2006189', '2006184', '2006188']",[]
Brassicaceae,Arabidopsis halleri,[],"['2016165', '2016166']",[],[]
Brassicaceae,Arabidopsis petraea,[],"['2014504', '2014505']",[],[]
Brassicaceae,Arabidopsis thaliana,[],[],"['2000754', '2000750', '2000755']",[]
Brassicaceae,Arabis alpina,['1203581'],"['2011503', '2011504']","['1203577', '1203578', '1203579']",[]
Brassicaceae,Arabis auriculata,['1209675'],"['2017947', '2017946']","['1209679', '1209677', '1209673']",[]
Brassicaceae,Arabis caerulea,['2008173'],"['2011509', '2011510']","['2008175', '2008182', '2008177']",[]
Brassicaceae,Arabis caucasica,['1017514'],[],"['1017515', '1017516', '1017517']",[]
Brassicaceae,Arabis gerardi,[],"['2015913', '2015914']",[],[]
Brassicaceae,Arabis glabra,[],"['2011494', '2011495']",[],[]
Brassicaceae,Arabis hirsuta,['1011239'],"['2011497', '2011498']","['1011240', '1011241', '1011242']",[]
Brassicaceae,Arabis pauciflora,[],"['2014364', '2014365']",[],[]
Brassicaceae,Arabis pumila,[],"['2014367', '2014368']",[],[]
Brassicaceae,Arabis soyeri,['2000625'],"['2014370', '2014371']","['2000626', '2000629', '2000630']",[]
Brassicaceae,Arabis stellulata,[],[],"['2008184', '2008188', '2008185']",[]
Brassicaceae,Arabis turrita,[],"['2011500', '2011501']",[],[]
Fabaceae,Arachis hypogaea,[],"['2014184', '2014185']",[],[]
Rubiaceae,Arachnothryx monteverdensis,['2017097'],[],"['2017103', '2017100', '2017102']",[]
Rubiaceae,Arachnothryx torresii,['2017106'],[],"['2017115', '2017108', '2017109']",[]
Bromeliaceae,Araeococcus flagellifolius,[],[],"['2004862', '2004861', '2004859']",[]
Bromeliaceae,Araeococcus nigropurpureus,[],[],"['1209688', '1209692', '1209694']",[]
Bromeliaceae,Araeococcus parviflorus,[],[],"['2008083', '2008084', '2008085']",[]
Xyridaceae,Aratitiyopea lopezii,['1017894'],[],"['1017895', '1017896', '1017897']",[]
Ericaceae,Arbutus unedo,['1012456'],[],"['1012457', '1012458', '1012459']",[]
Asteraceae,Arctium lappa,[],"['2013626', '2013627']","['1020183', '1020185', '1020184']",[]
Asteraceae,Arctium minus,[],"['2013629', '2013630']",[],[]
Asteraceae,Arctium tomentosum,['1207601'],"['2013623', '2013624']","['1207603', '1207599', '1207598']",[]
Ericaceae,Arctostaphylos alpina,[],"['2012541', '2012542']",[],[]
Ericaceae,Arctostaphylos uva-ursi,[],"['2012538', '2012539']",[],[]
Asteraceae,Arctotis stoechadifolia,[],"['2014376', '2014377']",[],[]
Primulaceae,Ardisia compressa,[],[],"['2005006', '2005010', '2005007']",[]
Primulaceae,Ardisia crenata,['1011625'],[],"['1011628', '1011629', '1011630']",[]
Primulaceae,Ardisia elliptica,[],"['2016843', '2016844']",[],[]
Primulaceae,Ardisia glandulosomarginata,['2005011'],[],"['2005020', '2005017', '2005016']",[]
Primulaceae,Ardisia humilis,['1017713'],[],"['1017715', '1017716', '1017717']",[]
Primulaceae,Ardisia mamillata,['1016397'],[],"['1016399', '1016400', '1016401']",[]
Primulaceae,Ardisia pleurobotrya,['2006014'],[],"['2006020', '2006022', '2006015']",[]
Primulaceae,Ardisia squamulosa,['1015011'],[],"['1015013', '1015014', '1015015']",[]
Primulaceae,Ardisia willisii,[],[],"['2000671', '2000676', '2000675']",[]
Caryophyllaceae,Arenaria biflora,[],[],"['1203362', '1203367', '1203366']",[]
Caryophyllaceae,Arenaria ciliata,['1018595'],[],"['1018596', '1018597', '1018598']",[]
Caryophyllaceae,Arenaria conimbricensis,[],[],"['2002054', '2002056', '2002057']",[]
Caryophyllaceae,Arenaria gracilis,['2008645'],[],"['2008651', '2008647', '2008648']",[]
Caryophyllaceae,Arenaria procera,['1016603'],"['2014373', '2014374']","['1016604', '1016605', '1016606']",[]
Caryophyllaceae,Arenaria pungens,['1014585'],[],"['1014586', '1014587', '1014588']",[]
Caryophyllaceae,Arenaria purpurascens,['2006982'],[],"['2006987', '2006983', '2006985']",[]
Caryophyllaceae,Arenaria serpens,[],"['2016729', '2016730']",[],[]
Caryophyllaceae,Arenaria serpyllifolia,['1011657'],[],"['1011658', '2009811', '1011659']",[]
Caryophyllaceae,Arenaria tetraquetra,['2006820'],"['2015394', '2015395']","['2006827', '2006823', '2006821']",[]
Arecaceae,Arenga pinnata,['2005871'],[],"['2005872', '2005879', '2005878']",[]
Aizoaceae,Arenifera pillansii,['1011520'],[],"['1011523', '1011524', '1011525']",[]
Papaveraceae,Argemone mexicana,[],"['2011383', '2011384']",[],[]
Asteraceae,Argyranthemum frutescens,[],"['2014070', '2014071']",[],[]
Convolvulaceae,Argyreia nervosa,['2007842'],[],"['2007849', '2007848', '2007845']",[]
Aizoaceae,Argyroderma congregatum,['1205820'],[],"['1205817', '1205818', '1205815']",[]
Fabaceae,Argyrolobium zanonii,['2000332'],[],"['2000336', '2000333', '2000335']",[]
Araceae,Arisaema nepenthoides,[],"['2015646', '2015647']",[],[]
Aristolochiaceae,Aristolochia arborea,['1208055'],[],"['1011464', '1011465', '1011466']","['1015570', '1015571']"
Aristolochiaceae,Aristolochia clematitis,['1208072'],"['2011014', '2011015']","['1018467', '1018468', '1018469']","['1016770', '1016771']"
Aristolochiaceae,Aristolochia fimbriata,['1012777'],[],"['1012780', '1012781', '1012782']",[]
Aristolochiaceae,Aristolochia manshuriensis,['1020386'],[],"['1020387', '1020388', '1020389']",[]
Aristolochiaceae,Aristolochia pistolochia,['1201629'],[],"['1201623', '1201627', '1201628']",[]
Aristolochiaceae,Aristolochia rotunda,['1210529'],[],"['1210524', '1210525', '1210527']",[]
Aristolochiaceae,Aristolochia salvadorensis,['1013119'],[],"['1013120', '1013121', '1013122']",[]
Aristolochiaceae,Aristolochia sempervirens,[],[],"['1212718', '1212720', '1212719']",[]
Aristolochiaceae,Aristolochia tricaudata,[],[],"['1014366', '1014367', '1014368']",[]
Elaeocarpaceae,Aristotelia chilensis,[],[],"['2003758', '2003753', '2003750']",[]
Plumbaginaceae,Armeria alpina,['1202448'],"['2012634', '2012635']","['1202446', '1202441', '1202439']",[]
Plumbaginaceae,Armeria elongata,['1209197'],"['2014379', '2014380']","['1209193', '1209189', '1209194']",[]
Plumbaginaceae,Armeria juniperifolia,['1202059'],[],"['1202058', '1202055', '1202057']",[]
Plumbaginaceae,Armeria maritima,['1014148'],[],"['1014150', '1014151', '1014152']",[]
Plumbaginaceae,Armeria pinifolia,['1013332'],[],"['1013334', '1013335', '1013336']",[]
Plumbaginaceae,Armeria villosa,['1015095'],[],"['1015097', '1015098', '1015099']",[]
Brassicaceae,Armoracia rusticana,[],"['2011470', '2011471']",[],[]
Boraginaceae,Arnebia pulchra,['1208805'],[],"['1208795', '1208802', '1208798']",[]
Asteraceae,Arnica montana,['1010288'],"['2013563', '2013564']","['1010289', '1010290', '1010291']",[]
Asteraceae,Arnoseris minima,[],[],"['2009611', '2009608', '2009609']",[]
Rosaceae,Aronia melanocarpa,['2002564'],[],"['2002565', '2002569', '2002567']",[]
Araceae,Arophyton buchetii,[],[],[],['1021881']
Poaceae,Arrhenaterum elatius,['1016923'],[],"['1016924', '1016925', '1016926']",[]
Annonaceae,Artabotrys hexapetalus,['2005110'],[],"['2005112', '2005116', '2005113']",[]
Asteraceae,Artemisia absinthium,[],"['2013539', '2013540']",[],[]
Asteraceae,Artemisia alba,[],"['2013545', '2013546']",[],[]
Asteraceae,Artemisia alpina,['1011408'],[],"['1011409', '1011410', '1011411']",[]
Asteraceae,Artemisia annua,[],"['2014382', '2014383']",[],[]
Asteraceae,Artemisia austriaca,[],"['2014385', '2014386']",[],[]
Asteraceae,Artemisia campestris,[],"['2013542', '2013543']",[],[]
Asteraceae,Artemisia dracunculus,['1022901'],"['1022903', '1022904']","['1022907', '1022908', '1022909']",[]
Asteraceae,Artemisia genipi,['2007141'],"['2013533', '2013534']","['2007146', '2007143', '2007145']",[]
Asteraceae,Artemisia glacialis,['2001600'],[],"['2001607', '2001606', '2001604']",[]
Asteraceae,Artemisia laciniata,[],"['2014388', '2014389']",[],[]
Asteraceae,Artemisia monogyna,[],"['2014391', '2014392']",[],[]
Asteraceae,Artemisia montana,[],"['2016468', '2016469']",[],[]
Asteraceae,Artemisia mutellina,['2008746'],"['2014394', '2014395']","['2008748', '2008753', '2008749']",[]
Asteraceae,Artemisia pancicii,[],"['2014397', '2014398']",[],[]
Asteraceae,Artemisia pontica,['1016988'],"['2014400', '2014401']","['1016989', '1016990', '1016992']",[]
Asteraceae,Artemisia santonica,[],"['2015733', '2015734']",[],[]
Asteraceae,Artemisia vulgaris,['1022893'],"['1022895', '1022896']","['1019884', '1019885', '1019886']",[]
Asparagaceae,Arthropodium cirrhatum,[],[],"['2006278', '2006277', '2006281']",[]
Araceae,Arum maculatum,[],"['2014082', '2014083']",[],[]
Rosaceae,Aruncus dioicus,['1018672'],"['2011668', '2011669']","['1016221', '1016222', '1016223']",[]
Scrophulariaceae,Asarina procumbens,['1201954'],[],"['1201950', '1201957', '1201951']",[]
Aristolochiaceae,Asarum europaeum,['1012540'],[],"['1021816', '1012541', '1021817']",[]
Aristolochiaceae,Asarum maximum,[],[],"['2005901', '2005902', '2005906']",[]
Apocynaceae,Asclepias curassavica,['2007994'],[],"['2007997', '2007995', '2007996']",[]
Apocynaceae,Asclepias syriaca,['1012031'],[],"['1012033', '1012034', '1012035']",[]
Annonaceae,Asimina triloba,[],"['2011506', '2011507']",[],[]
Asparagaceae,Asparagus acutifolius,[],"['2013926', '2013927']",[],[]
Asparagaceae,Asparagus asparagoides,[],[],"['2004006', '2004007', '2004005']",[]
Asparagaceae,Asparagus officinalis,['1212479'],"['1021100', '2013920']","['1212470', '1212471', '1212477']","['1021107', '1021108', '1021109']"
Asparagaceae,Asparagus tenuifolius,[],"['2013923', '2013924']",[],[]
Boraginaceae,Asperugo procumbens,[],[],"['1017976', '1017977', '1017978']",[]
Rubiaceae,Asperula cynanchica,['1013983'],"['2012718', '2012719']","['1013984', '1013985', '1013986']",[]
Rubiaceae,Asperula neilreichii,[],"['2014403', '2014404']",[],[]
Rubiaceae,Asperula tinctoria,['1011364'],"['2012721', '2012722']","['1011365', '1011366', '1011367']",[]
Xanthorrhoeaceae,Asphodeline lutea,['1018801'],"['2013821', '2013822']","['1018802', '1018803', '1018804']",[]
Xanthorrhoeaceae,Asphodelus aestivus,[],[],"['2017527', '2017525', '2017531']",[]
Xanthorrhoeaceae,Asphodelus albus,[],"['2013815', '2013816']",[],[]
Xanthorrhoeaceae,Asphodelus fistulosus,[],[],"['2002685', '2002688', '2002683']",[]
Xanthorrhoeaceae,Asphodelus microcarpus,[],"['2013818', '2013819']",[],[]
Asparagaceae,Aspidistra elatior,['1016447'],[],"['1016449', '1016450', '1016451']",[]
Asparagaceae,Aspidistra locii,[],[],"['1019658', '1019659', '1019660']",[]
Cyclanthaceae,Asplundia pittieri,['2010772'],[],"['2010810', '2010776', '2010806']",[]
Asteraceae,Aster alpinus,['2001017'],"['2013455', '2013456']","['1010661', '1010662', '1010663']",[]
